rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,total_purchase,total_plays,total_play_hours,list_of_users_ids_for_the_game
8936,NHL 2K10,X360,2009,Sports,Take-Two Interactive,,,0,,,,,,
9246,Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,,0,0,,,,,,
9985,Fantastic Four: Rise of the Silver Surfer,X360,2007,Action,Take-Two Interactive,,,0,,,,,,
10234,Samurai Warriors 4,PSV,2014,Action,Tecmo Koei,0,0,,0,,,,,
10252,Pimp My Ride,X360,2006,Racing,Activision,,,0,,,,,,
10272,Backyard Baseball '10,Wii,2009,Sports,Atari,,0,0,,,,,,
10426,Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,0,0,,0,,,,,
11299,Arslan: The Warriors of Legend,PS4,2015,Action,Tecmo Koei,,,,,,,,,
11637,Aliens in the Attic,Wii,2009,Action,Playlogic Game Factory,,0,0,,,,,,
11645,The Idolm@ster,X360,2007,Simulation,Namco Bandai Games,0,0,,0,,,,,
11782,Jewel Time Deluxe,DS,2011,Puzzle,O-Games,,,0,,,,,,
11995,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0,,0,,,,,,
12017,Drake of the 99 Dragons,XB,N/A,Shooter,Unknown,,,0,0,,,,,
12239,Hasbro Family Game Night Fun Pack,X360,2011,Misc,Electronic Arts,,0,0,0,,,,,
12356,R-Types,PS,1998,Shooter,Virgin Interactive,,,0,0,,,,,
12758,Gintama no Sugoroku,PSP,2013,Action,Namco Bandai Games,0,0,,0,,,,,
12819,Activision Hits: Remixed,PSP,2006,Misc,Activision,,0,0,0,,,,,
13070,The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0,0,,0,,,,,
13304,Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,,0,0,0,,,,,
13476,Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,,,0,0,,,,,
13715,SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,,0,0,0,,,,,
14019,Hakuouki: Zuisouroku,PS2,2009,Adventure,Idea Factory,0,0,,0,,,,,
14151,Cabela's Dangerous Hunts 2,GC,2005,Sports,Activision,,,0,0,,,,,
14343,Exstetra,PSV,2013,Role-Playing,FuRyu,0,0,,0,,,,,
14400,Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,,0,0,0,,,,,
14495,Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,,,0,0,,,,,
15195,PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Misc,Irem Software Engineering,0,0,,0,,,,,
15296,Moujuutsukai to Oujisama: Snow Bride,PS2,2011,Adventure,Idea Factory,0,0,,0,,,,,
15796,Kaleidoeve,PSV,2015,Adventure,HuneX,0,0,,0,,,,,
15971,IGT Slots: Lucky Larry's Lobstermania,PC,2011,Simulation,Masque Publishing,,0,0,0,,,,,
16024,Wand of Fortune Portable,PSP,2010,Adventure,Idea Factory,0,0,,0,,,,,
16160,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010,Fighting,SNK Playmore,0,0,,0,,,,,
16466,Vitamin Y,DS,2008,Adventure,D3Publisher,0,0,,0,,,,,
11,Nintendogs,DS,2005,Simulation,Nintendo,,11,,,,,,,
122,FIFA 12,PS3,2011,Sports,Electronic Arts,,,,,,,,,
800,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,,,,,,,,,
1026,Destiny,PS3,2014,Shooter,Activision,,,,,,,,,
1235,F1 Race,NES,1984,Racing,Nintendo,0,0,,0,,,,,
1638,Game & Watch Gallery 2,GB,1997,Misc,Nintendo,,,,,,,,,
1727,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,,,,,,,,,
2235,Mega Man 4,NES,1991,Platform,Capcom,,,,,,,,,
2410,SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,,,0,,,,,,
2429,Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,,,0,,,,,,
2814,Just Dance Wii,Wii,2011,Misc,Nintendo,0,0,,0,,,,,
2871,Madden NFL 08,PSP,2007,Sports,Electronic Arts,,,0,,,,,,
2991,Mercenaries: Playground of Destruction,XB,2005,Action,LucasArts,,,0,,,,,,
3383,Pokemon Trozei!,DS,2005,Puzzle,Nintendo,,0,,,,,,,
3503,Madden NFL 2002,XB,N/A,Sports,Unknown,,,0,,,,,,
4032,Lollipop Chainsaw,X360,2012,Action,Warner Bros. Interactive Entertainment,,,,,,,,,
4313,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,GBA,2005,Platform,THQ,,,0,,,,,,
4349,Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,,,0,,,,,,
4481,Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,,,0,,,,,,
4528,The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,,,0,,,,,,
4598,Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,,,0,,,,,,
4993,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009,Role-Playing,Rising Star Games,,,,,,,,,
5014,Marvel Nemesis: Rise of the Imperfects,GC,2005,Fighting,Electronic Arts,,,0,,,,,,
5152,Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,,,0,,,,,,
5266,SOCOM: Tactical Strike,PSP,2007,Shooter,Sony Computer Entertainment,,,0,,,,,,
5396,Off Road Challenge,N64,1998,Racing,GT Interactive,,,0,0,,,,,
5531,SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006,Platform,THQ,,,0,,,,,,
6123,Monopoly Streets,X360,2010,Misc,Electronic Arts,,,0,,,,,,
6566,Sega Rally Revo,PSP,2007,Racing,Sega,,,0,,,,,,
6748,Monster Hunter G,Wii,2009,Role-Playing,Capcom,0,0,,0,,,,,
7073,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,,,0,,,,,,
7077,Critical Depth,PS,1997,Action,GT Interactive,,,0,,,,,,
7212,The Legend of Heroes: Trails of Cold Steel,PS3,2013,Role-Playing,Nippon Ichi Software,,,,,,,,,
7335,We Sing Robbie Williams,Wii,2010,Misc,Nordic Games,0,,0,,,,,,
7504,Enchanted Arms,PS3,2007,Role-Playing,Ubisoft,,,0,,,,,,
7713,X-Men Origins: Wolverine,DS,2009,Action,Activision,,,0,,,,,,
8130,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,,,0,0,,,,,
8251,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,,,0,,,50.0,31,196.7,"40212239,83160060,48626533,82352462,73835640,51822361,209917929,46637811,87341384,57077457,186287462,26762388,16154372,77980915,89523414,55367062,74521316,45617627,99520124,68809194,76892907,12610800,79073449,69180564,84507921,81672131,62990992,106132774,4064412,64973908,87832209,89648859,184563802,166413380,147602462,60744461,56038151,65229865,164820245,10599862,143877335,30172489,85759872,116876958,53898495,89005236,11161178,77194239,125546624,92393218"
8311,Macross Ultimate Frontier,PSP,2009,Action,Namco Bandai Games,0,0,,0,,,,,
8676,Arcade Zone,Wii,2009,Misc,Activision,,0,0,,,,,,
9649,Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,,,0,0,,,,,
10653,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,,,0,,,,,,
10805,Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,,,0,,,,,,
11036,Last Rebellion,PS3,2010,Role-Playing,Nippon Ichi Software,,,,,,,,,
11110,Super Puzzle Fighter II,GBA,N/A,Puzzle,Capcom,,,0,0,,,,,
11174,Team Elimination Games,Wii,2009,Misc,Ubisoft,,0,0,,,,,,
11251,Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,PS2,2006,Role-Playing,Tecmo Koei,0,0,,0,,,,,
11502,Man vs. Wild,PS3,2010,Action,Abylight,,0,0,,,,,,
11527,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013,Action,Namco Bandai Games,0,0,,0,,,,,
11602,The Golf Club,PS4,2014,Sports,Unknown,,,0,,,2.0,2,20.9,"42657809,43955374"
11821,Sigma Harmonics,DS,2008,Role-Playing,Square Enix,0,0,,0,,,,,
11844,G Darius,PS,1997,Shooter,THQ,,,0,0,,,,,
11869,Pro Farm 1,PC,2011,Simulation,Excalibur Publishing,0,,0,,,,,,
11963,Bionicle Heroes,X360,2006,Shooter,Eidos Interactive,,,0,,,,,,
11966,Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,,,0,,,,,,
12045,Real Time Conflict: Shogun Empires,DS,2005,Strategy,Namco Bandai Games,,0,0,0,,,,,
12167,World Racing,XB,2003,Racing,TDK Mediactive,,,0,0,,,,,
12579,Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,,,0,0,,,,,
12637,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0,0,,0,,,,,
13057,Battle vs. Chess,PS3,N/A,Misc,TopWare Interactive,0,,0,,,,,,
13381,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0,0,,0,,,,,
13856,Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,,0,,,,,
14042,Espgaluda II Black Label,X360,2010,Shooter,Cave,0,0,,0,,,,,
14468,Sins of a Solar Empire,PC,2008,Strategy,Pinnacle,0,,0,,,,,,
14660,Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment,0,,0,,,,,,
15027,Are You Alice?,PSP,2011,Adventure,Idea Factory,0,0,,0,,,,,
15068,F1 Race Stars,PC,2012,Racing,Codemasters,0,,0,0,,4.0,4,21.9,"36546868,62990992,165851692,101687527"
15302,Mar Heaven: Karudea no Akuma,DS,2006,Role-Playing,Konami Digital Entertainment,0,0,,0,,,,,
15577,7 Roses: A Darkness Rises,PC,2015,Misc,Avanquest Software,0,,0,0,,,,,
15908,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008,Misc,Irem Software Engineering,0,0,,0,,,,,
16168,Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0,0,,0,,,,,
46,Pokemon HeartGold/Pokemon SoulSilver,DS,2009,Action,Nintendo,,,,,,,,,
230,Tomb Raider,PS,1996,Action,Eidos Interactive,,,,,,257.0,204,3184.3,"36546868,71510748,111182405,46301758,87341384,198550551,57770056,94110492,30440303,129478138,11373749,187463594,213338273,133517515,134641355,34582304,62990992,74347105,183048608,132593770,218918267,43284145,71888942,59005471,24919113,2259650,71777065,143643478,298950,116876958,77127388,122444332,142775542,33651880,76296787,64369759,186673066,9128105,16154372,151256632,55367062,151603712,116912767,36404933,37422528,33865373,68240622,108223505,101690993,303883231,9823354,65064340,142001340,11813637,99077905,152078939,11161178,128925610,100894366,218317467,58761868,49350285,92593907,14465359,95137775,13190476,152497084,69828237,81439192,294939683,60608576,22301321,65909415,163432200,29239329,78309377,62878249,178574781,33013552,57603447,14962163,161366228,156615447,93275329,67579257,73495968,71527252,66255019,160673726,38049880,136563996,7440594,94269421,11807754,64787956,172470005,104870123,124556386,246103765,14126086,122798021,142706526,214077903,65398650,183315077,166669789,74855005,293587092,11940338,87734805,49342564,123974970,80128229,61676491,163162333,117531196,163972488,131032344,107377573,272820556,72842694,101212067,130431476,65420540,1612666,58345543,191576449,26465134,112547463,116564064,51822361,127311699,95699780,23608098,31669242,106760673,91807066,134516625,128956830,50797633,69009454,12610800,65958466,39082468,58905429,297510921,92484390,64023574,103371488,205829374,35177894,73564778,216364582,62858973,44545959,209623250,46028967,41559627,165779930,154230933,13646256,154230723,198346312,70398582,20200395,65754991,134452836,113752996,45617627,136495026,105782521,152585209,63441290,188949150,69954842,81672131,10450544,150033540,34919318,200059104,44314169,170485590,148346652,30699429,129211317,10599862,11978743,64261708,90033155,96282673,96696864,154485753,20704366,40212239,205546094,35701646,26808868,127426141,20772968,149810726,189858084,85366890,156565178,10218563,218323237,293197798,6717871,175918089,96167505,102825821,141873792,975449,106147454,51557405,59332369,147602462,162214363,164475918,53898495,92393218,182399789,195780309,11149819,81170946,199628395,48798067,39622853,23225650,133439936,62705916,51085779,73835640,209917929,10253354,119365702,11403772,88035166,72989129,170095814,125353580,157341587,167815968,121497634,122026623,293042025,23492094,61189155,99096740,90711776,32644336,156675178,126345126,53875128,107452765,17530772,116411567,30246419"
291,God of War II,PS2,2007,Action,Sony Computer Entertainment,,,,,,,,,
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,,,,,,,,,
1158,No Man's Sky,PS4,2016,Action,Hello Games,,,,,,,,,
1163,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,,,,,,,,,
1223,Mortal Kombat 3,SNES,1994,Fighting,Acclaim Entertainment,,,0,,,,,,
1379,Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,,,0,,,,,,
1389,Colin McRae Rally 3,PS2,2002,Racing,Codemasters,,,,,,,,,
1487,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,,,,,,,,,
1506,Deal or No Deal,Wii,2009,Misc,Zoo Games,,0,0,,,,,,
2055,Rayman Legends,PS4,2014,Platform,Ubisoft,,,0,,,15.0,14,295.20000000000005,"89732768,36546868,70408902,124712421,45094639,154230723,13190476,189858084,2259650,73564778,64261708,42061089,17530772,1936551,112199961"
2154,Dance Dance Revolution 2nd ReMIX,PS,1999,Simulation,Konami Digital Entertainment,0,0,,,,,,,
2517,Amped: Freestyle Snowboarding,XB,2001,Sports,Microsoft Game Studios,,,0,,,,,,
2758,Just Dance 2015,WiiU,2014,Misc,Ubisoft,,,0,,,,,,
2886,WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,,,0,,,,,,
2989,Metro: Last Light,PS4,2014,Action,Deep Silver,,,,,,,,,
3210,Cabela's Big Game Hunter (2008),Wii,2007,Sports,Activision,,0,0,,,,,,
3551,RalliSport Challenge,XB,2002,Racing,Microsoft Game Studios,,,0,,,,,,
3691,SingStar Summer Party,PS2,2008,Misc,Sony Computer Entertainment,0,,0,,,,,,
3719,Gauntlet Legends,N64,1999,Action,Midway Games,,,0,,,,,,
3958,Tiger Woods PGA Tour 07,PS3,2006,Sports,Electronic Arts,,,0,,,,,,
3970,Crash: Mind Over Mutant,PS2,2008,Platform,Vivendi Games,,,0,,,,,,
4320,Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Sports,Konami Digital Entertainment,0,0,,0,,,,,
4415,World Soccer Winning Eleven 9,XB,2005,Sports,Konami Digital Entertainment,,,,,,,,,
4480,Power Rangers: S.P.D.,GBA,2004,Action,THQ,,,0,,,,,,
4640,Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,,,0,,,,,,
4841,Mafia II,PC,2010,Action,Take-Two Interactive,,,0,,,150.0,116,2893.4,"68685708,82279854,164183599,87694960,90962335,74497511,23608098,56219610,47384303,51699341,76303426,187463594,124059151,12610800,156818121,118852041,206014489,96204317,36791999,16084897,62990992,58905429,199693353,69422402,12774878,97298878,137977132,75155353,133422169,38342935,77127388,116876958,69658686,83135348,46028967,159371621,75182781,50229934,162649407,80363319,76768611,100431715,70398582,65754991,9128105,27139623,98624963,47384202,36404933,115826231,179936723,117552823,19696244,33865373,63441290,69954842,18897058,69849141,69805535,69458130,117657402,59756932,34919318,22283916,77830706,93300963,11978743,49372322,99077905,63615483,193156880,156079601,70040501,9946133,126233699,91405713,40212239,32592631,30425578,162288536,95177433,59087317,20772968,66006698,93575977,69828237,42681063,47457723,156565178,69942754,203492188,55623839,22301321,80117330,86481908,33013552,81392790,24721232,67579257,249996025,35864169,125472731,185075395,105384518,561758,11149819,88579585,152419713,48798067,70180527,75995878,10253354,60296891,101508611,11403772,26762388,72293974,148510973,69467127,133268317,46055854,206908028,50818751,44370809,56333620,70995384,54637394,72557176,34901647,80189887,122026623,70591968,59925638,23492094,57798235,37490443,69305825,58530556,61676491,104800393,109205612,130460859,86469479,69857045,17530772,87601770,60210313,151465345,30246419,71868890"
5041,EA Sports MMA,PS3,2010,Fighting,Electronic Arts,,,,,,,,,
5139,Wanted: Weapons of Fate,X360,2009,Shooter,Warner Bros. Interactive Entertainment,,,0,,,,,,
5148,Trauma Center: Under the Knife,DS,2005,Simulation,Nintendo,,,,,,,,,
5349,Pirates of the Caribbean: At World's End,DS,2007,Action,Disney Interactive Studios,,,,,,,,,
5494,Silent Hill: Downpour,X360,2012,Action,Konami Digital Entertainment,,,0,,,,,,
5647,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0,0,,0,,,,,
5777,Madagascar,DS,2005,Platform,Activision,,,0,,,,,,
5795,NBA Live 08,PSP,2007,Sports,Electronic Arts,,0,0,,,,,,
5849,Chaos Legion,PS2,2003,Action,Capcom,,,0,,,,,,
5926,Full Spectrum Warrior,PS2,2005,Strategy,THQ,,,0,,,5.0,2,13.200000000000001,"57103808,11794760,11978743,22301321,61506388"
6037,Marvel Super Hero Squad,PS2,2009,Fighting,THQ,,,0,,,,,,
6053,MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,,,0,,,,,,
6466,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision Value,,,0,,,,,,
6485,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,,,,,,,,,
6571,Daisy Fuentes Pilates,Wii,2009,Sports,505 Games,,,0,,,,,,
6860,Monster Jam,PS2,2007,Racing,Activision,,,0,,,,,,
6992,World Series Baseball,XB,2002,Sports,Sega,,,0,,,,,,
7054,Spider-Man: Edge of Time,PS3,2011,Action,Activision,,,0,,,,,,
7498,Battle of Giants: Dinosaurs Strike,Wii,2010,Strategy,Ubisoft,,,0,,,,,,
8317,The Rise of the Argonauts,X360,2008,Role-Playing,Codemasters,,,0,,,,,,
8392,State of Emergency,XB,2003,Action,Take-Two Interactive,,,0,,,,,,
8736,Chaotic: Shadow Warriors,X360,2009,Action,Activision,,0,0,,,,,,
8827,Kids Learn Math: A+ Edition,DS,2011,Misc,Unknown,,0,0,,,,,,
8904,Street Fighter Alpha 3,GBA,2002,Fighting,Capcom,,,0,0,,,,,
9485,Cabela's Alaskan Adventure,X360,2006,Sports,Activision,,0,0,,,,,,
9663,Ninja Reflex,Wii,2008,Action,Electronic Arts,,,0,,,,,,
9756,WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,,,0,,,,,,
9993,Hasbro Family Game Night Fun Pack,Wii,2011,Misc,Electronic Arts,,0,0,,,,,,
10480,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,,0,0,,,,,,
10699,Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,,0,,,,,
11166,Bionicle,GBA,2003,Action,THQ,,,0,0,,,,,
11427,The King of Fighters 2006,PS2,2006,Fighting,Ignition Entertainment,,,,0,,,,,
11588,Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0,0,,0,,,,,
11669,GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,,,0,0,,,,,
11935,Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,,,0,0,,,,,
11982,John Madden Football,SNES,1991,Sports,Imagineer,0,0,,0,,,,,
11988,Super Robot Spirits,N64,1998,Fighting,Banpresto,0,0,,,,,,,
12050,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,2011,Sports,Rocket Company,0,0,,0,,,,,
12280,Santa Claus Is Comin' to Town!,Wii,2011,Puzzle,Crave Entertainment,,0,0,0,,,,,
12320,Octomania,Wii,2007,Puzzle,Midas Interactive Entertainment,,0,0,0,,,,,
12522,Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0,0,,0,,,,,
12565,Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0,0,,0,,,,,
12612,Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0,0,,0,,,,,
12693,Aquarium by DS,DS,2008,Simulation,Mercury Games,,0,0,0,,,,,
13049,Dream Salon,Wii,2009,Misc,Zoo Games,,0,0,0,,,,,
13056,Taiho Shichauzo!,PS,2001,Adventure,Pioneer LDC,0,0,,0,,,,,
13113,Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0,0,,0,,,,,
13178,BeatMania IIDX 3rd Style,PS2,2000,Simulation,Konami Digital Entertainment,0,0,,0,,,,,
13357,World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,,0,0,0,,,,,
13380,Cocoto Kart Racer,DS,2004,Racing,Big Ben Interactive,,0,0,0,,,,,
14675,Vitamin Z,PS2,2009,Adventure,D3Publisher,0,0,,0,,,,,
14709,Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software,0,0,,0,,,,,
14828,Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,,0,,,,,,
14877,Pitball,PS,1996,Sports,Time Warner Interactive,,,0,0,,,,,
14899,Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,,0,0,0,,,,,
14902,Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,,0,0,0,,,,,
14970,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,,0,0,0,,,,,
16037,WinBack 2: Project Poseidon,PS2,2006,Shooter,Tecmo Koei,,,0,0,,,,,
16157,Bratz: Forever Diamondz,PS2,2006,Adventure,THQ,,,0,0,,,,,
16510,Romeo Vs. Juliet,PSP,2013,Adventure,Quinrose,0,0,,0,,,,,
16541,Sea Monsters: A Prehistoric Adventure,DS,2007,Adventure,DSI Games,,0,0,0,,,,,
16567,Original Frisbee Disc Sports: Ultimate & Golf,DS,2007,Action,"Destination Software, Inc",,0,0,0,,,,,
59,Pokemon FireRed/Pokemon LeafGreen,GBA,2004,Role-Playing,Nintendo,,,,,,,,,
349,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,,0,,,,,,,
661,WCW/nWo Revenge,N64,1998,Fighting,THQ,,,,,,,,,
959,The Evil Within,PS4,2014,Action,Bethesda Softworks,,,,,,26.0,16,136.8,"167013261,80550861,40212239,154230933,82352462,10253354,8585433,152497084,44314169,210177498,25096601,93189271,127335438,29873979,55367062,60706503,209985078,90272527,11161178,42061089,231416829,185079540,82046939,88525821,92025878,206014489"
1104,NBA Ballers,PS2,2004,Sports,Midway Games,,,0,,,,,,
1126,Viva Pinata,X360,2006,Simulation,Microsoft Game Studios,,,,,,,,,
1145,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0,0,,,,,,,
1951,Mercenaries 2: World in Flames,X360,2008,Shooter,Electronic Arts,,,,,,,,,
2481,Q*bert,PS,1999,Puzzle,Atari,,,0,,,,,,
2639,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,,0,0,,,,,,
2705,The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,,,0,,,,,,
2757,MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,,,0,,,,,,
2842,X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,,,0,,,,,,
3021,The Biggest Loser: Challenge,Wii,2010,Sports,THQ,,,0,,,,,,
3094,Scene It? Box Office Smash,X360,2008,Misc,Microsoft Game Studios,,,0,,,,,,
3169,Gravity Rush,PSV,2012,Action,Sony Computer Entertainment,,,,,,,,,
3490,BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,,,,,,,,,
